date,tic,close,high,low
2020-01-02,AAPL,0.0089707375,0.0057128668,-0.0094461441
2020-01-02,AMGN,0.0089011192,0.0013962984,-0.014197767
2020-01-02,CRM,0.010943174,0.0050173998,-0.0062209368
2020-01-02,CSCO,0.019247651,-0.0065994263,-0.0071569681
2020-01-02,IBM,0.0055915117,0.0015287399,-0.0070227385
2020-01-02,INTC,0.0099415779,-0.0039254427,-0.0074141026
2020-01-02,MSFT,0.012355328,-0.0046179295,-0.008507967
2020-01-02,NKE,0.0022218227,0.0014349222,-0.0016489029
2020-01-02,VZ,0.0017186403,0.0007392168,-0.01043582
2020-01-02,WMT,0.0050830841,-0.00045496225,-0.0078002214
2020-01-03,AAPL,-0.024193645,0.021165252,0.0015757084
2020-01-03,AMGN,-0.039829075,0.022041917,0.014182568
2020-01-03,CRM,-0.031971991,0.016191721,0.018543959
2020-01-03,CSCO,0.0050849915,-0.0026628375,-0.0037657022
2020-01-03,IBM,-0.0096877813,0.0079419613,-0.0017044544
2020-01-03,INTC,-0.013083398,-0.0021409988,0.0076698065
2020-01-03,MSFT,-0.0059540272,0.0025362968,-0.0017448068
2020-01-03,NKE,-0.01655829,0.014662027,0.0048463345
2020-01-03,VZ,-0.0043738484,0.0011229515,-0.0026299953
2020-01-03,WMT,-0.0065132976,-0.0004696846,-0.0027547479
2020-01-06,AAPL,-0.019739866,0.01576066,-0.0082755089
2020-01-06,AMGN,-0.030782342,0.010833859,0.0058552027
2020-01-06,CRM,-0.049984157,0.013121486,0.018810153
2020-01-06,CSCO,0.0062779188,-0.0070973039,-0.0062844157
2020-01-06,IBM,-0.011246622,0.0010678768,-0.0032743216
2020-01-06,INTC,-0.0053873062,-0.010660887,0.0045638084
2020-01-06,MSFT,-0.0058292747,0.0010159016,-0.0030716658
2020-01-06,NKE,-0.021595061,0.0089137554,0.003139019
2020-01-06,VZ,0.0036996603,-0.0026345849,-0.0057462454
2020-01-06,WMT,-0.0076870918,0.00034952164,-0.0052548647
2020-01-07,AAPL,-0.034903944,0.025703073,0.0011482239
2020-01-07,AMGN,-0.021800339,0.011342406,0.0066050291
2020-01-07,CRM,-0.039710462,0.010412693,0.017756104
2020-01-07,CSCO,-0.0015223622,-0.0038846731,-0.003108561
2020-01-07,IBM,-0.014744818,0.0045541525,0.0014058352
2020-01-07,INTC,-0.0060444474,-0.0043932796,0.009411335
2020-01-07,MSFT,-0.0083371401,0.0036821365,-0.00088709593
2020-01-07,NKE,-0.024060488,0.018324018,0.012439728
2020-01-07,VZ,0.0054024458,0.0015192032,-0.0049048066
2020-01-07,WMT,-0.0051070452,0.0043948889,-0.0035964251
2020-01-08,AAPL,-0.030826747,0.020587564,-0.0043720007
2020-01-08,AMGN,-0.038612902,0.014493465,0.011647344
2020-01-08,CRM,-0.041369736,0.009414196,0.014257908
2020-01-08,CSCO,-0.0045342445,-0.0049365759,-0.0028976798
2020-01-08,IBM,-0.024069846,0.005865097,0.0025558472
2020-01-08,INTC,-0.014188588,-0.0054348707,0.009652853
2020-01-08,MSFT,-0.012487531,0.0014982224,-0.0021569133
2020-01-08,NKE,-0.022979796,0.014755011,0.0089620352
2020-01-08,VZ,-0.0024859905,0.00080955029,-0.0025145411
2020-01-08,WMT,-0.010710716,0.0046746731,-0.0027057528
2020-01-09,AAPL,-0.026844263,0.017262578,-0.0052749515
2020-01-09,AMGN,-0.023296952,0.0052708387,0.0020787716
2020-01-09,CRM,-0.027610242,-0.0042910576,0.013405681
2020-01-09,CSCO,0.005592227,-0.011020422,-0.0070899725
2020-01-09,IBM,-0.018621445,0.00583148,0.0024544001
2020-01-09,INTC,-0.011707008,-0.0080094337,0.0079847574
2020-01-09,MSFT,-0.010343194,-0.0038312078,-0.0038207769
2020-01-09,NKE,-0.018424451,0.0092779398,0.0061838627
2020-01-09,VZ,-0.01006484,0.004592061,-0.0022146106
2020-01-09,WMT,-0.023569345,0.0083026886,0.0013211966
2020-01-10,AAPL,-0.0281201,0.020192146,-0.0049478412
2020-01-10,AMGN,-0.037549019,0.013939023,0.0044869184
2020-01-10,CRM,-0.029693007,-0.002104938,0.014383078
2020-01-10,CSCO,0.0026993752,-0.010133505,-0.0082080364
2020-01-10,IBM,-0.021427751,0.0059130192,0.0045409203
2020-01-10,INTC,-0.014443636,-0.0086008906,0.0098470449
2020-01-10,MSFT,-0.011700928,-0.0029650927,-0.0013230443
2020-01-10,NKE,-0.016024351,0.012408853,0.0092823505
2020-01-10,VZ,-0.016870379,0.0054810047,-0.0015566349
2020-01-10,WMT,-0.022231579,0.0073786974,0.0015006065
2020-01-13,AAPL,-0.01616919,0.01726985,-0.0088734031
2020-01-13,AMGN,-0.031678379,0.012788892,0.0039496422
2020-01-13,CRM,-0.021789372,-0.0063632131,0.01480937
2020-01-13,CSCO,0.0051746368,-0.012966216,-0.0046215057
2020-01-13,IBM,-0.01731801,0.0076565742,0.0053107738
2020-01-13,INTC,-0.011955023,-0.0040240884,0.012872934
2020-01-13,MSFT,-0.015279055,-0.0040952563,-0.00049751997
2020-01-13,NKE,-0.020558119,0.01208961,0.0103333
2020-01-13,VZ,-0.016918302,0.0060859919,-0.0001282692
2020-01-13,WMT,-0.024004281,0.0078959465,0.0006210804
2020-01-14,AAPL,-0.017006814,0.012339473,-0.0098785758
2020-01-14,AMGN,-0.035326064,0.014461637,0.0062228441
2020-01-14,CRM,-0.031137586,-0.0055688024,0.019096732
2020-01-14,CSCO,0.0064390898,-0.017933309,-0.012304842
2020-01-14,IBM,-0.013957202,0.0016793013,0.0021432638
2020-01-14,INTC,-0.0052059889,-0.010562479,0.0061326027
2020-01-14,MSFT,-0.0038537979,-0.0083616376,-0.0045169592
2020-01-14,NKE,-0.030877054,0.01073575,0.012883186
2020-01-14,VZ,-0.012492478,0.0020902157,-0.002410233
2020-01-14,WMT,-0.021655679,0.0056923628,-0.0021830201
2020-01-15,AAPL,-0.023868799,0.019729137,-0.010388911
2020-01-15,AMGN,-0.027220726,0.016672373,-0.0011411905
2020-01-15,CRM,-0.044352591,0.0044738054,0.01780653
2020-01-15,CSCO,-0.0012895465,-0.011587143,-0.0076443553
2020-01-15,IBM,-0.011925101,0.0025150776,-0.0011241436
2020-01-15,INTC,-0.017165303,-0.0065769553,0.0078395605
2020-01-15,MSFT,-0.013342917,-0.0037814975,-0.0065907836
2020-01-15,NKE,-0.018612266,0.0098598003,0.011779666
