date,tic,close,high,low
2020-01-02,AAPL,70.547793,71.562134,68.838129
2020-01-02,AMGN,201.03272,203.95808,201.69856
2020-01-02,CRM,168.43155,168.2145,162.66024
2020-01-02,CSCO,37.85825,37.927146,38.096115
2020-01-02,IBM,97.53429,97.528901,95.048997
2020-01-02,INTC,52.811692,54.287907,52.186817
2020-01-02,MSFT,151.5674,152.29925,152.39295
2020-01-02,NKE,93.026703,93.50531,90.279848
2020-01-02,VZ,41.929665,42.052696,42.356924
2020-01-02,WMT,36.793991,37.268217,36.290641
2020-01-03,AAPL,71.658748,70.574078,70.350507
2020-01-03,AMGN,199.17885,198.45888,200.28034
2020-01-03,CRM,167.26244,169.76869,164.28794
2020-01-03,CSCO,37.900964,38.378428,37.413146
2020-01-03,IBM,97.201783,97.506472,95.231863
2020-01-03,INTC,51.187846,51.999951,50.963631
2020-01-03,MSFT,150.98081,151.14454,147.62382
2020-01-03,NKE,91.951522,92.191107,90.368427
2020-01-03,VZ,41.627831,40.854593,41.648638
2020-01-03,WMT,36.029456,36.01881,36.031174
2020-01-06,AAPL,71.364734,74.027183,70.978357
2020-01-06,AMGN,201.38732,200.79985,201.74825
2020-01-06,CRM,167.92032,171.07619,165.95527
2020-01-06,CSCO,37.280519,37.502177,36.68769
2020-01-06,IBM,95.460578,96.058472,92.397526
2020-01-06,INTC,50.688071,51.508822,50.736816
2020-01-06,MSFT,151.42904,150.13279,149.16654
2020-01-06,NKE,90.32403,92.381423,89.950808
2020-01-06,VZ,42.195172,42.368543,41.287878
2020-01-06,WMT,36.120154,36.47751,35.953629
2020-01-07,AAPL,72.504316,72.22754,71.996983
2020-01-07,AMGN,200.19068,201.82483,200.31669
2020-01-07,CRM,162.75999,163.93569,163.67589
2020-01-07,CSCO,36.76275,36.692957,36.392822
2020-01-07,IBM,93.878191,94.683204,93.784392
2020-01-07,INTC,51.264465,53.018954,50.649947
2020-01-07,MSFT,153.35535,151.59233,151.60997
2020-01-07,NKE,89.376026,90.807473,88.34599
2020-01-07,VZ,41.53935,41.744184,41.819344
2020-01-07,WMT,35.943724,35.842184,35.662286
2020-01-08,AAPL,70.028432,69.40889,69.0361
2020-01-08,AMGN,203.0873,205.2674,200.14169
2020-01-08,CRM,162.17532,157.90216,162.74248
2020-01-08,CSCO,35.83915,36.119195,35.715694
2020-01-08,IBM,92.727635,92.718167,91.558023
2020-01-08,INTC,49.569843,50.256875,49.703379
2020-01-08,MSFT,154.76139,156.04641,151.33763
2020-01-08,NKE,90.033538,90.759239,90.10138
2020-01-08,VZ,41.537534,42.103761,41.550368
2020-01-08,WMT,36.272218,36.102943,36.305245
2020-01-09,AAPL,70.183487,69.700542,69.911901
2020-01-09,AMGN,200.39198,203.94906,196.893
2020-01-09,CRM,159.60816,165.48296,156.71419
2020-01-09,CSCO,36.820582,36.781697,36.17261
