date,tic,close,high,low
2020-01-02,AAPL,71.241249,71.626152,70.548749
2020-01-02,AMGN,199.32526,199.63408,196.54049
2020-01-02,CRM,161.65611,162.31265,160.6279
2020-01-02,CSCO,40.154869,39.912863,39.8642
2020-01-02,IBM,97.560555,97.691952,96.870249
2020-01-02,INTC,53.357484,53.136456,52.918089
2020-01-02,MSFT,150.87181,150.11313,149.55318
2020-01-02,NKE,92.180594,92.313119,92.078536
2020-01-02,VZ,41.582155,41.616011,41.167152
2020-01-02,WMT,36.444645,36.430306,36.155199
2020-01-03,AAPL,69.5793,70.976317,69.735104
2020-01-03,AMGN,191.24006,195.46491,194.17984
2020-01-03,CRM,156.31843,158.99016,159.42998
2020-01-03,CSCO,40.322679,40.227035,40.185407
2020-01-03,IBM,96.600563,97.333168,96.452978
2020-01-03,INTC,52.617457,52.586333,53.055703
2020-01-03,MSFT,149.90602,150.24221,149.76248
2020-01-03,NKE,90.611362,91.964094,91.128008
2020-01-03,VZ,41.370808,41.388646,41.225816
2020-01-03,WMT,36.245138,36.233154,36.118429
2020-01-06,AAPL,68.17941,69.33484,67.673193
2020-01-06,AMGN,185.3886,187.48207,186.53225
2020-01-06,CRM,148.43588,150.71776,151.48592
2020-01-06,CSCO,40.616019,40.360241,40.349763
2020-01-06,IBM,95.610166,95.660851,95.318615
2020-01-06,INTC,52.247016,51.670998,52.512
2020-01-06,MSFT,149.2971,149.31365,148.78672
2020-01-06,NKE,88.724179,89.557171,89.062434
2020-01-06,VZ,41.551162,41.444354,41.35393
2020-01-06,WMT,36.042274,36.034583,35.82473
2020-01-07,AAPL,65.787893,67.401744,65.707895
2020-01-07,AMGN,180.28853,182.47047,181.45469
2020-01-07,CRM,142.7645,143.94432,145.02195
2020-01-07,CSCO,40.527775,40.342539,40.41674
2020-01-07,IBM,94.137188,94.601342,94.383332
2020-01-07,INTC,51.889511,51.636085,52.327069
2020-01-07,MSFT,148.20567,148.63616,147.9391
2020-01-07,NKE,86.520639,88.140927,87.524548
2020-01-07,VZ,41.695206,41.7727,41.516269
2020-01-07,WMT,35.733598,35.933935,35.644931
2020-01-08,AAPL,63.762067,65.029873,63.472407
2020-01-08,AMGN,172.92869,175.53614,174.9788
2020-01-08,CRM,137.11875,138.20667,139.03257
2020-01-08,CSCO,40.298206,40.090244,40.165025
2020-01-08,IBM,91.945075,92.526354,92.100859
2020-01-08,INTC,51.17591,50.934907,51.62687
2020-01-08,MSFT,146.17283,146.47958,145.72238
2020-01-08,NKE,84.53608,85.761382,85.294623
2020-01-08,VZ,41.598955,41.630628,41.481462
2020-01-08,WMT,35.331209,35.506336,35.2543
2020-01-09,AAPL,62.016209,63.109405,61.658595
2020-01-09,AMGN,169.0743,169.83865,169.37454
2020-01-09,CRM,133.29083,132.79498,135.17857
2020-01-09,CSCO,40.539974,40.084503,40.2726
2020-01-09,IBM,90.284962,90.823414,90.560091
2020-01-09,INTC,50.573839,50.195464,51.025003
2020-01-09,MSFT,144.71869,144.29294,144.25731
2020-01-09,NKE,82.89786,83.66967,83.589812
2020-01-09,VZ,41.253692,41.439379,41.148817
2020-01-09,WMT,34.568941,34.828663,34.588684
2020-01-10,AAPL,60.223117,61.413364,59.860602
2020-01-10,AMGN,162.32118,164.73452,163.16113
2020-01-10,CRM,128.72058,128.62119,130.53656
2020-01-10,CSCO,40.685906,40.272488,40.358369
2020-01-10,IBM,88.267742,88.690287,88.633309
2020-01-10,INTC,49.8452,49.353781,50.284065
2020-01-10,MSFT,142.90187,142.45726,142.73821
2020-01-10,NKE,81.425236,82.521058,82.108545
2020-01-10,VZ,40.589526,40.807135,40.484065
2020-01-10,WMT,33.862168,34.059304,33.889263
